,comment_text,target
531,loaded with actors you      re most likely to find on the next inevitable incarnation of the love boat ,0
532,creative act ,1
533,which is somehow guessable from the first few minutes     maybe because it echoes the by now intolerable morbidity of so many recent movies ,0
534,there are now two signs that m    night shyamalan      s debut feature sucked up all he has to give to the mystic genres of cinema     unbreakable and signs     ,0
535,it begins to fade from memory ,0
536,sticks rigidly to the paradigm     rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived     well     worn situations ,0
537,far less enjoyable ,0
538,does n     t follow the stale     standard     connect     the     dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ,1
539,i      m not sure which half of dragonfly is worse     the part where nothing      s happening     or the part where something      s happening ,0
540,most of the information has already appeared in one forum or another and     no matter how broomfield dresses it up     it tends to speculation     conspiracy theories or     at best     circumstantial evidence     ,0
541,that was inexplicably rushed to the megaplexes before its time ,0
542,     s so badly made on every level that i      m actually having a hard time believing people were paid to make it ,0
543,yong kang ,1
544,tinged with tragic undertones ,0
545,a great cast and ,1
546,makes its message resonate ,1
547,hard to imagine that even very small children will be impressed by this tired retread ,0
548,law enforcement     and a visceral     nasty journey ,0
549,the leads     are such a companionable couple ,1
550,emphasizes the q in quirky     with mixed results     ,0
551,impressive hybrid     ,1
552,is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell     ,1
553,is painfully bad     a fourth     rate jim carrey who does n     t understand the difference between dumb fun and just plain dumb     ,0
554,derived from a lobotomy     ,0
555,any way of gripping what its point is     or ,0
556,witless script ,0
557,fincher takes no apparent joy in making movies     and he gives none to the audience ,0
558,cultural and personal self     discovery ,1
559,wedding feels a bit anachronistic     ,0
560,it is a refreshingly forthright one ,1
561,likely to drown a viewer in boredom than to send any shivers down his spine ,0
562,revel in those visual in     jokes     as in the film      s verbal pokes at everything from the likes of miramax chief harvey weinstein      s bluff personal style to the stylistic rigors of denmark      s dogma movement ,1
563,this shocking testament to anti     semitism and neo     fascism ,0
564,achingly sad ,0
565,it wo n     t hold up over the long haul     ,0
566,is hell ,0
567,    jeff      s     gorgeous     fluid compositions     underlined by neil finn and edmund mcwilliams      s melancholy music     are charged with metaphor     but rarely easy     obvious or self     indulgent     ,1
568,apparently reassembled from the cutting     room floor of any given daytime soap ,0
569,do n     t even bother to rent this on video ,0
570,leftovers that are n     t so substantial or fresh ,0
571,nail the spirit     crushing ennui of denuded urban living without giving in to it ,1
572,so many bad romances out there ,0
573,put you to sleep ,0
574,i could keep a family of five blind     crippled     amish people alive in this situation better than these british soldiers do at keeping themselves kicking ,0
575,     s hard to stop watching ,1
576,be punishable by chainsaw ,0
577,this obscenely bad dark comedy ,0
578,it      s a big idea     but the film itself is small and shriveled ,0
579,of domestic tension and unhappiness ,0
580,we      re seeing something purer than the real thing ,1
581,the movie      s ultimate point            that everyone should be themselves            is trite     but ,0
582,           auto focus            works as an unusual biopic and document of male swingers in the playboy era ,1
583,audience is a sea of constant smiles and frequent laughter ,1
584,the best didacticism ,1
585,the film      s shortcomings ,0
586,there      s a sheer unbridled delight in the way the story unfurls           ,1
587,practically every facet of inept filmmaking ,0
588,premise     mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper     ,0
589,a boring     pretentious waste of nearly two hours ,0
590,your indifference ,0
591,towards child abuse ,0
592,an already thin story boils down to surviving invaders seeking an existent anti     virus     ,0
593,where their heads were is anyone      s guess     ,0
594,is one of the best actors there is ,1
595,suspenseful enough for older kids but not too scary ,1
596,poignant if familiar story of a young person ,1
597,more of the            queen            and less of the            damned ,0
598,entertaining     if ultimately minor     ,1
599,sip your vintage wines and watch your merchant ivory productions ,1
600,     s mostly a pleasure to watch     ,1
